calories,carbs,fat,name,resturant
660,32,47,Extreme Sausage® Sandwich,jack-in-the-box
990,112,50,Fish and Chips (Seasonal) w/ large French Fries,jack-in-the-box
830,90,43,Fish and Chips (Seasonal) w/ medium French Fries,jack-in-the-box
710,74,37,Fish and Chips (Seasonal) w/ small French Fries,jack-in-the-box
650,61,37,Fish Sandwich (Seasonal),jack-in-the-box
80,21,0,"Flavored Iced Tea, Mango 24 fl oz.",jack-in-the-box
80,20,0,"Flavored Iced Tea, Peach 24 fl oz.",jack-in-the-box
80,21,0,"Flavored Iced Tea, Raspberry 24 fl oz.",jack-in-the-box
230,30,10,French Fries (Kid’s),jack-in-the-box
610,83,28,"French Fries, large",jack-in-the-box
450,61,21,"French Fries, medium",jack-in-the-box
330,45,15,"French Fries, small",jack-in-the-box
300,34,16,French Toast Sticks 2 pc.,jack-in-the-box
600,68,33,French Toast Sticks 4 pc.,jack-in-the-box
70,13,4.5,Gourmet Seasoned Croutons,jack-in-the-box
620,53,29,Grilled Breakfast Sandwich,jack-in-the-box
330,34,16,Grilled Cheese Sandwich,jack-in-the-box
330,34,16,Grilled Cheese Sandwich,jack-in-the-box
250,15,10,Grilled Chicken Salad**,jack-in-the-box
250,15,10,Grilled Chicken Salad**,jack-in-the-box
310,16,8,Grilled Chicken Strips w/ Teriyaki Dipping Sauce,jack-in-the-box
620,54,29,"Grilled Sandwich, Deli Trio",jack-in-the-box
660,53,31,"Grilled Sandwich, Turkey, Bacon & Cheddar",jack-in-the-box
290,32,12,Hamburger,jack-in-the-box
290,32,12,Hamburger,jack-in-the-box
340,33,16,Hamburger Deluxe,jack-in-the-box
340,33,16,Hamburger Deluxe,jack-in-the-box
340,33,16,Hamburger Deluxe,jack-in-the-box
420,34,23,Hamburger Deluxe with Cheese,jack-in-the-box
420,34,23,Hamburger Deluxe with Cheese,jack-in-the-box
330,32,15,Hamburger with Cheese,jack-in-the-box
330,32,15,Hamburger with Cheese,jack-in-the-box
280,26,19,Hashbrown Sticks 5 pc.,jack-in-the-box
850,41,65,Hearty Breakfast Bowl,jack-in-the-box
730,65,35,Homestyle Ranch Chicken Club,jack-in-the-box
160,28,3,"Iced Coffee, Caramel (regular) 24 fl oz.",jack-in-the-box
170,29,3,"Iced Coffee, Original (regular) 24 fl oz.",jack-in-the-box
170,30,3,"Iced Coffee, Vanilla (regular) 24 fl oz.",jack-in-the-box
530,60,21,Jack’s Spicy Chicken®,jack-in-the-box
610,61,26,Jack’s Spicy Chicken® w/ Cheese,jack-in-the-box
400,32,22,Jr. Bacon Cheeseburger,jack-in-the-box
400,32,22,Jr. Bacon Cheeseburger,jack-in-the-box
500,45,27,Jumbo Jack®,jack-in-the-box
500,45,27,Jumbo Jack®,jack-in-the-box
580,45,34,Jumbo Jack® with Cheese,jack-in-the-box
580,45,34,Jumbo Jack® with Cheese,jack-in-the-box
5,1,0,Kona Classic® Coffee (decaf) 12 fl oz.,jack-in-the-box
10,2,0,Kona Classic® Coffee (decaf) 16 fl oz.,jack-in-the-box
5,1,0,Kona Classic® Coffee (regular) 12 fl oz.,jack-in-the-box
10,2,0,Kona Classic® Coffee (regular) 16 fl oz.,jack-in-the-box
150,3,15,Lite Ranch Dressing,jack-in-the-box
35,5,1.5,Low-Fat Balsamic Vinaigrette,jack-in-the-box
610,38,37,Meaty Breakfast Burrito (no salsa),jack-in-the-box
620,40,37,Meaty Breakfast Burrito (w/ salsa),jack-in-the-box
690,84,37,Mini Churros 10 pc.,jack-in-the-box
350,42,18,Mini Churros 5 pc.,jack-in-the-box
280,22,16,Mozzarella Cheese Sticks 3 pc.,jack-in-the-box
560,43,33,Mozzarella Cheese Sticks 6 pc.,jack-in-the-box
310,32,17,New York Style Cheesecake,jack-in-the-box
450,45,28,Onion Rings,jack-in-the-box
120,12,4.5,Reduced Fat Milk Chug 2%*,jack-in-the-box
460,35,30,Sausage Biscuit,jack-in-the-box
440,31,27,Sausage Breakfast Jack®,jack-in-the-box
570,32,40,Sausage Croissant,jack-in-the-box
570,36,38,"Sausage, Egg & Cheese Biscuit",jack-in-the-box
200,21,11,Seasoned Curly Fries (Kid’s),jack-in-the-box
580,63,34,"Seasoned Curly Fries, large",jack-in-the-box
430,46,25,"Seasoned Curly Fries, medium",jack-in-the-box
280,30,16,"Seasoned Curly Fries, small",jack-in-the-box
800,101,38,"Shake, Chocolate w/ Whipped Topping 16 oz.",jack-in-the-box
1150,146,55,"Shake, Chocolate w/ Whipped Topping 24 oz.",jack-in-the-box
810,92,43,"Shake, Oreo® Cookie w/ Whipped Topping 16 oz.",jack-in-the-box
1170,134,61,"Shake, Oreo® Cookie w/ Whipped Topping 24 oz.",jack-in-the-box
780,95,38,"Shake, Strawberry w/ Whipped Topping 16 oz.",jack-in-the-box
1120,138,54,"Shake, Strawberry w/ Whipped Topping 24 oz.",jack-in-the-box
700,76,38,"Shake, Vanilla w/ Whipped Topping 16 oz.",jack-in-the-box
1000,109,54,"Shake, Vanilla w/ Whipped Topping 24 oz.",jack-in-the-box
20,4,0,Side Salad,jack-in-the-box
20,4,0,Side Salad**,jack-in-the-box
20,4,0,Side Salad**,jack-in-the-box
900,52,60,Sirloin Cheeseburger,jack-in-the-box
990,52,66,Sirloin Cheeseburger with Bacon,jack-in-the-box
880,52,59,Sirloin Swiss & Grilled Onion Burger,jack-in-the-box
970,52,65,Sirloin Swiss & Grilled Onion Burger with Bacon,jack-in-the-box
290,72,0,"Smoothie, Mango 16 fl oz.",jack-in-the-box
290,72,0,"Smoothie, Mango 16 oz.",jack-in-the-box
450,114,0,"Smoothie, Mango 24 fl oz.",jack-in-the-box
270,67,0,"Smoothie, Strawberry 16 fl oz.",jack-in-the-box
270,67,0,"Smoothie, Strawberry 16 oz.",jack-in-the-box
400,99,0,"Smoothie, Strawberry 24 fl oz.",jack-in-the-box
290,73,0,"Smoothie, Strawberry Banana 16 fl oz.",jack-in-the-box
290,73,0,"Smoothie, Strawberry Banana 16 oz.",jack-in-the-box
440,108,0,"Smoothie, Strawberry Banana 24 fl oz.",jack-in-the-box
410,35,21,Sourdough Breakfast Sandwich,jack-in-the-box
540,38,26,Sourdough Grilled Chicken Club,jack-in-the-box
660,40,44,Sourdough Jack®,jack-in-the-box
650,38,38,Sourdough Steak Melt,jack-in-the-box
870,38,63,Sourdough Ultimate Cheeseburger™,jack-in-the-box
500,53,23,Southwest Chicken Salad w/ Crispy Chicken Strips**,jack-in-the-box
350,29,15,Southwest Chicken Salad w/ Grilled Chicken Strips**,jack-in-the-box
140,18,7,Spicy Corn Sticks,jack-in-the-box
810,55,50,Steak & Egg Burrito (no salsa),jack-in-the-box
820,56,50,Steak & Egg Burrito (w/ salsa),jack-in-the-box
220,21,12,Stuffed Jalapeños 3 pc.,jack-in-the-box
510,49,29,Stuffed Jalapeños 7 pc.,jack-in-the-box
450,32,27,Supreme Croissant,jack-in-the-box
520,42,25,Ultimate Breakfast Sandwich,jack-in-the-box
830,44,57,Ultimate Cheeseburger™,jack-in-the-box
614.3,50.12,30.77,#1 Pepe®,jimmy-johns
807.3,66.67,34.77,#10 Hunter’s Club®,jimmy-johns
765.3,68.82,31.33,#11 Country Club®,jimmy-johns
729.35,71.23,30.67,#12 Beach Club®,jimmy-johns
773.35,70.63,38.11,#13 Gourmet Veggie Club®,jimmy-johns
684.3,67.27,24.53,#14 Bootlegger Club®,jimmy-johns
843.35,72.23,38.83,#15 Club Tuna®,jimmy-johns
755.3,67.27,33.33,#16 Club Lulu®,jimmy-johns
760.3,67.22,39.27,#17 Ultimate Porker™,jimmy-johns
533.3,48.57,23.97,#2 Big John®,jimmy-johns
648.35,54.13,30.83,#3 Totally Tuna®,jimmy-johns
514.9,50.27,21.83,#4 Turkey Tom®,jimmy-johns
514.9,50.27,21.83,#4 Turkey Tom®,jimmy-johns
600.14,51.7,28.37,#5 Vito®,jimmy-johns
578.35,52.53,30.11,#6 Vegetarian,jimmy-johns
775.3,68.77,32.37,#7 Gourmet Smoked Ham Club,jimmy-johns
796.5,68.22,34.07,#8 Billy Club®,jimmy-johns
948.14,70.35,50.97,#9 Italian Night Club®,jimmy-johns
160,17,9,BBQ Jimmy Chips,jimmy-johns
420.73,62.35,17.76,Chocolate Chunk Cookie,jimmy-johns
470.1,3.92,34.88,Hunter’s Club® Unwich,jimmy-johns
2.5,0.5,0,Iced Tea,jimmy-johns
4,0.8,0,Iced Tea,jimmy-johns
634.3,48.57,35.17,J.J.B.L.T.®,jimmy-johns
150,18,7,Jalapeño Chips,jimmy-johns
242.5,65,0,Lemonade,jimmy-johns
388,104,0,Lemonade,jimmy-johns
12.5,2.5,0,Light Lemonade,jimmy-johns
20,4,0,Light Lemonade,jimmy-johns
5.5,1.1,0,"Pickle, Spear",jimmy-johns
22,4.4,0,"Pickle, Whole",jimmy-johns
420.85,65.05,14.77,Raisin Oatmeal Cookie,jimmy-johns
195,52.5,0,Raspberry Iced Tea,jimmy-johns
312,84,0,Raspberry Iced Tea,jimmy-johns
160,18,8,Regular Chips,jimmy-johns
140,16,8,Sea Salt & Vinegar Chips,jimmy-johns
505,65.55,9.6,Slim 1 Ham & cheese,jimmy-johns
424,64,2.8,Slim 2 Roast Beef,jimmy-johns
722,67.8,30.5,Slim 3 Tuna salad,jimmy-johns
401,65.1,0.56,Slim 4 Turkey breast,jimmy-johns
401,65.1,0.56,Slim 4 Turkey breast,jimmy-johns
599,65.58,19.8,"Slim 5 Salami, capicola, cheese",jimmy-johns
545,65,16,Slim 6 Double provolone,jimmy-johns
988.14,53.85,54.33,The J.J. Gargantuan®,jimmy-johns
739.1,7.15,54.44,The J.J. Gargantuan® Unwich,jimmy-johns
130,19,5,Thinny Chips,jimmy-johns
420,42,24,Add Coconut Shrimp,joes-crab-shack
330,27,17,Add Fried Shrimp,joes-crab-shack
260,0,23,Add Snow Crab,joes-crab-shack
90,24,0,Apple Sauce,joes-crab-shack
780,37,49,Aruba Chicken Salad,joes-crab-shack
860,60,61,Aruba Shrimp Salad,joes-crab-shack
1470,73,78,Bean Town Bake,joes-crab-shack
980,85,64,Big Cheese Cheesecake,joes-crab-shack
1490,144,84,Big Shrimp Platter,joes-crab-shack
850,38,53,Blackened Mahi Sandwich,joes-crab-shack
1190,44,64,Blackened Tilapia,joes-crab-shack
80,6,6,Broccoli Florets,joes-crab-shack
190,9,2.5,Bucket of Shrimp,joes-crab-shack
270,10,3.5,Bucket of Shrimp,joes-crab-shack
450,18,37,Caesar Salad,joes-crab-shack
670,18,46,Caesar Salad – Chicken,joes-crab-shack
530,19,38,Caesar Salad – Shrimp,joes-crab-shack
220,8,18,Caesar Side Salad,joes-crab-shack
900,61,58,"Calamari, Fried",joes-crab-shack
1060,78,70,Captain’s Catch,joes-crab-shack
1280,105,59,Caribbean Feast,joes-crab-shack
150,6,13,Celery & Ranch,joes-crab-shack
260,35,9,Cheesy Mac,joes-crab-shack
250,19,15,Cheesy New Potatoes,joes-crab-shack
760,42,46,Chicken Chipotle Caesar,joes-crab-shack
990,36,71,Chicken Club Sandwich – Blackened,joes-crab-shack
790,36,49,Chicken Club Sandwich – Grilled,joes-crab-shack
590,23,33,Chicken Dippers,joes-crab-shack
1010,47,68,Chipotle Bacon Cheeseburger,joes-crab-shack
1530,225,63,Chocolate Shack Attack,joes-crab-shack
340,50,14,Chocolate Sundae,joes-crab-shack
320,26,17,Clam Chowder,joes-crab-shack
790,38,46,Classic Cobb Salad – Chicken,joes-crab-shack
650,39,39,Classic Cobb Salad – Shrimp,joes-crab-shack
630,38,38,Classic Cobb Salad – Snow,joes-crab-shack
1460,90,103,Classic Sampler,joes-crab-shack
1230,127,72,Coconut Shrimp,joes-crab-shack
110,13,7,Coleslaw,joes-crab-shack
30,7,0,Corn on the Cob,joes-crab-shack
970,52,72,Crab Cake Chipotle Caesar,joes-crab-shack
1470,82,109,Crab Cake Dinner,joes-crab-shack
810,40,61,Crab Cake Sandwich,joes-crab-shack
510,69,4,Crab Daddy Feast – excluding side of butter,joes-crab-shack
2000,130,145,Crab Nachos,joes-crab-shack
800,76,40,Crab Stuffed Mushrooms,joes-crab-shack
710,48,37,Crab Stuffed Shrimp,joes-crab-shack
1400,227,51,Crabby Apple Crumble,joes-crab-shack
860,72,47,Crawfish Half ‘n Half,joes-crab-shack
1270,92,87,Crazy Good Crab Dip,joes-crab-shack
1060,100,58,Crispy Shrimp,joes-crab-shack
1440,123,94,Crunchy Catfish,joes-crab-shack
1060,89,54,Diablo Mussels,joes-crab-shack
400,0,44,Dipping Butter,joes-crab-shack
170,30,2.5,Dirty Rice,joes-crab-shack
1260,96,81,Double Dip,joes-crab-shack
480,69,3,Dungeness Crab – excluding side of butter,joes-crab-shack
60,14,1,Ear of Corn,joes-crab-shack
2110,143,144,East Coast Platter,joes-crab-shack
60,10,1.5,Fire-Grilled,joes-crab-shack
1430,99,92,Fish & Chips,joes-crab-shack
1540,111,92,Fish & Shrimp,joes-crab-shack
600,23,46,Fish Fingers,joes-crab-shack
1970,137,129,Fisherman’s Platter,joes-crab-shack
370,47,19,French Fries,joes-crab-shack
300,38,15,French Fries,joes-crab-shack
1060,104,64,Fried Oysters,joes-crab-shack
5,0,0,Garlic Herb,joes-crab-shack
880,81,42,Garlicky Mussels,joes-crab-shack
830,48,43,Get Stuffed Snapper,joes-crab-shack
970,75,66,Great Balls of Fire,joes-crab-shack
540,55,19,Grilled Malibu Shrimp,joes-crab-shack
890,66,45,Grilled Sunset Salmon,joes-crab-shack
1450,93,81,Homestyle Chicken Tenders,joes-crab-shack
120,10,7,House Side Salad,joes-crab-shack
700,94,34,Hush Puppies,joes-crab-shack
1210,70,75,Joe’s Classic Steampot,joes-crab-shack
1210,70,75,Joe’s Classic Steampot For 2 (Nutritionals for 1 serving),joes-crab-shack
50,9,0.5,Joe’s Famous BBQ,joes-crab-shack
710,53,32,Joe’s Steak Deal,joes-crab-shack
1230,162,55,Key Lime Wave,joes-crab-shack
90,7,1,Kid’s Snow Crab,joes-crab-shack
430,68,3,King Crab – excluding side of butter,joes-crab-shack
580,69,4,Lobster Daddy Feast – excluding side of butter,joes-crab-shack
680,49,28,Maui Mahi,joes-crab-shack
760,68,41,Mini Beach Burgers,joes-crab-shack
390,35,15,Mini Steampot,joes-crab-shack
710,68,36,Mozzarella Sticks,joes-crab-shack
250,22,13,New England Clam Chowder,joes-crab-shack
1200,72,74,Old Bay Steampot,joes-crab-shack
470,61,23,Onion Strings,joes-crab-shack
350,75,6,Paint a Crab,joes-crab-shack
1590,110,100,Pan Fried Cheesy Chicken,joes-crab-shack
1820,161,94,Pasta-laya,joes-crab-shack
450,61,15,Pizza,joes-crab-shack
990,98,54,Popcorn Shrimp,joes-crab-shack
1590,89,107,Ragin’ Cajun,joes-crab-shack
1150,26,82,Ribeye,joes-crab-shack
200,36,4,Rice,joes-crab-shack
470,19,39,Rockin Popcorn Shrimp,joes-crab-shack
1000,34,65,Salmon Orleans,joes-crab-shack
1180,72,74,Samuel Adams Steampot,joes-crab-shack
1240,167,57,Sea Turtle Sundae,joes-crab-shack
1310,127,69,Seafood Fun-Do,joes-crab-shack
1540,117,92,Seaside Platter,joes-crab-shack
1650,158,85,Shrimp Pasta Alfredo,joes-crab-shack
1050,96,53,Shrimp Trio,joes-crab-shack
310,40,8,Shrimply Grilled Shrimp,joes-crab-shack
1990,196,84,Skillet Paella,joes-crab-shack
1090,44,74,Snapper Pontchartrain,joes-crab-shack
470,68,4,Snow Crab – excluding side of butter,joes-crab-shack
5,1,0,Spicy Boil,joes-crab-shack
660,48,22,Steak & Malibu Shrimp,joes-crab-shack
290,39,14,Strawberry Sundae,joes-crab-shack
1260,80,75,Sunset Fire-Grilled Steampot,joes-crab-shack
1260,80,75,Sunset Fire-Grilled Steampot For 2 (Nutritionals for 1 serving),joes-crab-shack
1260,67,85,Surf ‘n Turf Burger,joes-crab-shack
2750,220,168,The Big Hook Up,joes-crab-shack
1420,96,84,The Diablo Steampot,joes-crab-shack
1330,77,85,The KJ Steampot,joes-crab-shack
1310,72,65,The Orleans,joes-crab-shack
40,3,3,Veggies,joes-crab-shack
250,33,12,Apple Turnover (1),kfc
210,41,1.5,BBQ Baked Beans,kfc
180,23,8,Biscuit,kfc
40,2,2,Caesar Side Salad without Dressing & Croutons,kfc
300,39,15,Café Valley Bakery® Chocolate Chip Cake (6 slices per cake),kfc
790,66,45,Chicken Pot Pie,kfc
150,21,6,Cole Slaw,kfc
70,16,0.5,Corn on the Cob (3″),kfc
140,33,1,Corn on the Cob (5.5″),kfc
420,25,29,Country Fried Steak with Peppered White Gravy,kfc
390,21,27,Country Fried Steak without Peppered White Gravy,kfc
360,18,19,Crispy Chicken BLT Salad without Dressing,kfc
340,16,18,Crispy Chicken Caesar Salad without Dressing & Croutons,kfc
260,11,14,Crispy Strips (2),kfc
390,17,21,Crispy Strips (3),kfc
610,52,33,Crispy Twister®,kfc
490,51,20,Crispy Twister® without Sauce,kfc
610,18,37,Double Down with OR Filet,kfc
520,40,25,Doublicious with OR Filet,kfc
510,16,33,EC Chicken- Breast,kfc
150,5,10,EC Chicken- Drumstick,kfc
340,10,24,EC Chicken- Thigh,kfc
190,6,13,EC Chicken- Whole Wing,kfc
440,39,25,EC Drumstick Value Box,kfc
630,45,39,EC Thigh Value Box,kfc
70,5,4,Fiery Buffalo Hot Wings® (1),kfc
510,51,28,Fiery Buffalo Hot Wings® Value Box,kfc
25,4,0,Green Beans,kfc
220,0,7,Grilled Chicken- Breast,kfc
90,0,4,Grilled Chicken- Drumstick,kfc
170,0,10,Grilled Chicken- Thigh,kfc
80,1,4.5,Grilled Chicken- Whole Wing,kfc
380,34,19,Grilled Drumstick Value Box,kfc
460,34,25,Grilled Thigh Value Box,kfc
80,8,4,HBBQ Hot Wings® (1),kfc
540,58,28,HBBQ Hot Wings® Value Box,kfc
160,1,17,Heinz Buttermilk Ranch Dressing (1),kfc
35,8,0,Hidden Valley® The Original Ranch® Fat Free Dressing (1),kfc
320,47,3.5,Honey BBQ Sandwich,kfc
70,4,4,Hot Wings® (1),kfc
490,45,27,Hot Wings® Value Box,kfc
15,3,0,House Side Salad without Dressing,kfc
20,1,1.5,Jalapeno Peppers,kfc
680,74,31,KFC Famous Bowls®-Mashed Potato with Gravy,kfc
310,30,15,KFC Snacker® with Crispy Strip,kfc
260,29,9,KFC Snacker® with Crispy Strip without Sauce,kfc
270,31,9,"KFC Snacker® with Crispy Strip, Buffalo",kfc
280,31,11,"KFC Snacker® with Crispy Strip, Ultimate Cheese",kfc
210,32,3,"KFC Snacker®, Honey BBQ",kfc
210,28,9,KFC® Cornbread Muffin,kfc
260,4,26,KFC® Creamy Parmesan Caesar Dressing (1),kfc
200,15,11,KFC® Gizzards,kfc
180,11,10,KFC® Livers,kfc
200,8,9,KFC® OR Filet,kfc
280,37,13,Lil’ Bucket™ Chocolate Crème Parfait Cup,kfc
400,65,13,Lil’ Bucket™ Lemon Crème Parfait Cup,kfc
200,35,7,Lil’ Bucket™ Strawberry Shortcake Parfait Cup,kfc
160,19,7,Macaroni and Cheese,kfc
190,22,10,Macaroni Salad,kfc
15,2,0.5,Marzetti Light Italian Dressing (1),kfc
120,19,4,Mashed Potatoes with Gravy,kfc
90,15,3,Mashed Potatoes without Gravy,kfc
360,11,21,OR Chicken- Breast,kfc
120,3,7,OR Chicken- Drumstick,kfc
250,7,17,OR Chicken- Thigh,kfc
120,3,7,OR Chicken- Whole Wing,kfc
160,2,3.5,OR Chicken-Breast without skin or breading,kfc
400,37,22,OR Drumstick Value Box,kfc
540,42,32,OR Thigh Value Box,kfc
290,34,16,Oreo® Cookies and Crème Pie Slice,kfc
70,8,3,Parmesan Garlic Croutons Pouch (1),kfc
680,53,41,Popcorn Chicken Value Box,kfc
400,18,26,Popcorn Chicken-Individual,kfc
260,12,17,Popcorn Chicken-Kids,kfc
560,26,37,Popcorn Chicken-Large,kfc
210,26,11,Potato Salad,kfc
290,35,15,Potato Wedges,kfc
310,31,19,Reese’s® Peanut Butter Pie Slice,kfc
50,1,2.5,Sargento® Light String Cheese,kfc
260,26,13,Snack-Size Bowl,kfc
420,12,25,Spicy Crispy- Breast,kfc
160,5,10,Spicy Crispy- Drumstick,kfc
360,13,27,Spicy Crispy- Thigh,kfc
170,6,12,Spicy Crispy- Whole Wing,kfc
100,21,0.5,Sweet Kernel Corn,kfc
160,21,8,Sweet Life® Chocolate Chip Cookie,kfc
150,22,6,Sweet Life® Oatmeal Raisin Cookie,kfc
790,63,39,Angus Bacon & Cheese,mcdonalds
390,28,21,Angus Bacon & Cheese Snack Wrap,mcdonalds
800,66,39,Angus Chipotle BBQ Bacon,mcdonalds
400,30,22,Angus Chipotle BBQ Bacon Snack Wrap,mcdonalds
750,61,39,Angus Deluxe,mcdonalds
410,27,25,Angus Deluxe Snack Wrap,mcdonalds
770,59,40,Angus Mushroom & Swiss,mcdonalds
430,27,26,Angus Mushroom & Swiss Snack Wrap,mcdonalds
100,23,0.5,Apple Dippers with Low Fat Caramel Dip,mcdonalds
560,56,27,"Bacon, Egg & Cheese Bagel",mcdonalds
420,37,23,"Bacon, Egg & Cheese Biscuit",mcdonalds
480,43,27,"Bacon, Egg & Cheese Biscuit",mcdonalds
420,48,18,"Bacon, Egg & Cheese McGriddles®",mcdonalds
250,32,13,Baked Hot Apple Pie,mcdonalds
1090,111,56,Big Breakfast with Hotcakes,mcdonalds
1150,116,60,Big Breakfast with Hotcakes,mcdonalds
740,51,48,Big Breakfast®,mcdonalds
800,56,52,Big Breakfast®,mcdonalds
540,45,29,Big Mac®,mcdonalds
460,37,24,Big N’ Tasty®,mcdonalds
510,38,28,Big N’ Tasty® with Cheese,mcdonalds
120,9,7,Cappuccino,mcdonalds
140,11,8,Cappuccino,mcdonalds
180,13,10,Cappuccino,mcdonalds
100,15,5,Cappuccino with Sugar Free Vanilla Syrup,mcdonalds
120,18,6,Cappuccino with Sugar Free Vanilla Syrup,mcdonalds
150,22,8,Cappuccino with Sugar Free Vanilla Syrup,mcdonalds
200,32,5,Caramel Cappuccino,mcdonalds
240,41,6,Caramel Cappuccino,mcdonalds
290,49,8,Caramel Cappuccino,mcdonalds
230,35,7,Caramel Latte,mcdonalds
280,43,8,Caramel Latte,mcdonalds
330,52,9,Caramel Latte,mcdonalds
360,47,14,Caramel Mocha,mcdonalds
290,39,12,Caramel Mocha,mcdonalds
250,33,11,Caramel Mocha,mcdonalds
300,33,12,Cheeseburger,mcdonalds
190,12,12,Chicken McNuggets®,mcdonalds
280,18,18,Chicken McNuggets®,mcdonalds
470,30,30,Chicken McNuggets®,mcdonalds
400,23,24,Chicken Selects® Premium Breast Strips,mcdonalds
660,39,40,Chicken Selects® Premium Breast Strips,mcdonalds
330,35,15,Chipotle BBQ Snack Wrap® (Crispy),mcdonalds
260,28,9,Chipotle BBQ Snack Wrap® (Grilled),mcdonalds
160,21,8,Chocolate Chip Cookie,mcdonalds
580,94,17,Chocolate McCafe® Shake,mcdonalds
720,119,20,Chocolate McCafe® Shake,mcdonalds
880,147,24,Chocolate McCafe® Shake,mcdonalds
440,76,10,Chocolate Triple Thick® Shake,mcdonalds
580,102,14,Chocolate Triple Thick® Shake,mcdonalds
770,134,18,Chocolate Triple Thick® Shake,mcdonalds
1160,203,27,Chocolate Triple Thick® Shake,mcdonalds
460,66,19,Cinnamon Melts,mcdonalds
0,0,0,Coffee,mcdonalds
0,0,0,Coffee,mcdonalds
440,34,23,Double Cheeseburger,mcdonalds
740,40,42,Double Quarter Pounder® with Cheese,mcdonalds
300,30,12,Egg McMuffin®,mcdonalds
160,27,3,English Muffin,mcdonalds
380,38,18,Filet-O-Fish®,mcdonalds
450,61,20,Frappe Caramel,mcdonalds
550,76,24,Frappe Caramel,mcdonalds
680,94,29,Frappe Caramel,mcdonalds
450,62,20,Frappe Mocha,mcdonalds
560,78,24,Frappe Mocha,mcdonalds
680,96,28,Frappe Mocha,mcdonalds
290,57,4.5,Fruit & Maple Oatmeal,mcdonalds
260,48,4.5,Fruit & Maple Oatmeal without Brown Sugar,mcdonalds
160,31,2,Fruit ‘n Yogurt Parfait,mcdonalds
250,31,9,Hamburger,mcdonalds
150,15,9,Hash Brown,mcdonalds
200,34,5,Hazelnut Cappuccino,mcdonalds
240,42,6,Hazelnut Cappuccino,mcdonalds
290,51,8,Hazelnut Cappuccino,mcdonalds
230,36,7,Hazelnut Latte,mcdonalds
280,45,8,Hazelnut Latte,mcdonalds
330,53,9,Hazelnut Latte,mcdonalds
330,34,16,Honey Mustard Snack Wrap® (Crispy),mcdonalds
260,27,9,Honey Mustard Snack Wrap® (Grilled),mcdonalds
340,60,8,Hot Caramel Sundae,mcdonalds
300,41,12,Hot Chocolate,mcdonalds
380,53,15,Hot Chocolate,mcdonalds
460,63,18,Hot Chocolate,mcdonalds
250,43,5,Hot Chocolate with Nonfat Milk,mcdonalds
310,55,6,Hot Chocolate with Nonfat Milk,mcdonalds
390,68,6,Hot Chocolate with Nonfat Milk,mcdonalds
330,54,10,Hot Fudge Sundae,mcdonalds
350,60,9,Hotcakes,mcdonalds
520,61,24,Hotcakes and Sausage,mcdonalds
160,29,3,Iced Caramel Latte,mcdonalds
180,31,4.5,Iced Caramel Latte,mcdonalds
230,40,6,Iced Caramel Latte,mcdonalds
380,48,16,Iced Caramel Mocha,mcdonalds
300,36,14,Iced Caramel Mocha,mcdonalds
240,29,12,Iced Caramel Mocha,mcdonalds
130,21,5,Iced Coffee Caramel,mcdonalds
190,27,8,Iced Coffee Caramel,mcdonalds
